horizon,type,entreprise,identifiant,magazine,date,page,note,cours,objectif,stop,risque,horizon_verbatim,raison,citation,controle,ticker,date_entree
non precise,mise à jour,GTT,GD50,Börse Online 27/2026,2026-06-26,59,K AUFEN,"188,00 €","230,00 €","160,00 €",Mittel,,Le leader mondial français de la technologie des réservoirs pour GNL a obtenu un énorme contrat qui sécurise ses revenus à long terme et confirme sa position dominante.,Der Dauerfavorit der Redaktion bestätigt seine herausragende Stellung und ist weiterhin kaufenswert.,ok,GTT.PA,2026-06-26
non precise,confirmée,Hensoldt,HAG000,Börse Online 33/2026,2026-08-07,110,"Kaufsignal beim laufen die Gleitenden Durchschnitte der vergangenen 38, 55 und 200 Börsentage...","85,96 €","115,00 €","66,50 €",Hoch,,La phase baissière est terminée pour cette valeur de défense. Les moyennes mobiles indiquent une tendance haussière.,"Diese Baisse-Phase ist für den Rüstungswert nunmehr beendet, und man kann das um 115 Euro auf Schlusskursbasis liegende Top als Zielkurs ausrufen.",ok,HAG.DE,2026-08-07
non precise,dérivé,Hensoldt-Capped-Call,UN6H7S,Börse Online 33/2026,2026-08-07,110,"Capped-Call. Der Schein wird um 45 Prozent steigen, wenn der Basiswert per saldo bis Mitte März...","6,90 €","10,00 €","4,50 €",Sehr hoch,,Alternative pour les investisseurs risqués. Le titre pourrait monter de 45 % si la base baisse jusqu'à mi-mars.,Eine Alternative für risikobewusste Güter bietet der ausgewählte Hensoldt-Capped-Call.,ok,,2026-08-07
non precise,sélection,HERTHA BSC,SE 001 133 705 4,Euro 10/2026,2026-10,86,EURO-EMPFEHLUNG,"99,65 %",,,beträchtliche Risiken / sportliche Rückschläge oder neue Finanzierungsprobleme,,"La dette offre un coupon attractif de 6,5 %. Une saison réussie pourrait augmenter les revenus et stabiliser le titre.",Die Anleihe der Hertha BSC GmbH & Co. KGaA läuft noch bis November 2028.,ok,,2026-09-09
non precise,confirmée,Hornbach Holding,608340,Börse Online 39/2026,2026-09-18,31,K AUFEN,"82,50 €","110,00 €","72,50 €",Mittel,,"Le titre est modérément évalué avec un PER de 8,3 pour 2027. La solidité opérationnelle et le portefeuille immobilier offrent une sécurité.","Der Titel ist mit einem KGV von 8,3 für 2027 moderat bewertet.",ok,HBH.DE,2026-09-18
non precise,nouvelle,Host Hotels and Resorts,918239,Börse Online 27/2026,2026-06-26,52,K AUFEN Neuempfehlung,"21,49 €","28,00 €","18,50 €",Mittel,,Le portefeuille a été ajusté vers des hôtels de luxe. La marge opérationnelle s'est améliorée et la prévision pour l'année entière a été relevée.,Weniger profitable Konferenz- und Stadthotels wurden verkauft und verstärkt in Luxusobjekte wie das Ritz-Carlton O’ahu sowie in die Modernisierung bestehender Objekte investiert.,ok,HST,2026-06-26
non precise,confirmée,Iberdrola,A0M46B,Börse Online 33/2026,2026-08-07,26,K AUFEN,"20,72 €","25,00 €","17,60 €",Hoch,,"L'entreprise présente une forte diversification, un bilan robuste et des dividendes fiables. Elle est bien valorisée avec un PER de 19,6 pour 2027.","Iberdrola in € K AUFEN ... GD50 KGV 2027e 19,6",ok,IBE.MC,2026-08-07
non precise,sélection,Iberdrola,A0M 46B,Euro 10/2026,2026-10,90,€URO-EMPFEHLUNG,"19,83 €",,,,,Investissement dans les infrastructures et énergies renouvelables.,"Infrastruktur, regenerative Energien",ok,IBE.MC,2026-09-09
non precise,nouvelle,ICL Group,,Börse Online 33/2026,2026-08-07,46,K AUFEN Neuempfehlung,"5,12 $","7,00 $","4,30 $",Mittel,,Le fabricant de tracteurs Deere (ICL Group) est recommandé pour son efficacité accrue grâce aux données et à l'IA dans le secteur agricole.,Der Traktorhersteller Deere sorgt durch Daten und KI für mehr Effizienz bei der Aussaat und beim Düngen.,à vérifier: identifiant,ICL,2026-08-07
non precise,sélection,Idexx Laboratories,US 451 68D104 6,Capital 07/2026,2026-07,93,Günstige Qualitätsaktien,,,,,,"Diagnostic vétérinaire jugé bon marché après la baisse : croissance des bénéfices prévue 9,0 %/an, PER 41,1 ; près de 1 Md $ de liquidités pour renforcer les revenus récurrents sous le nouveau PDG.",,ok,IDXX,2026-06-13
non precise,sélection,iMGP DBi Managed Futures Fund ETF,,Euro 10/2026,2026-10,44,"Anlegen wie Goldman Sachs €uro hat die Überlegungen von Goldman Sachs in eine 50:10:20:20-Strategie überführt und dazu passende ETFs, ETCs et Fonds ausgesucht.",,,,,,ETF de suivi des tendances (Managed Futures) pour profiter des mouvements de marché dans une stratégie alternative.,Anlegen wie Goldman Sachs €uro hat die Überlegungen von Goldman Sachs in eine 50:10:20:20-Strategie überführt,à vérifier: identifiant,,2026-09-09
non precise,nouvelle,Intellia Therapeutics,A2AG6H,Börse Online 39/2026,2026-09-18,26,K AUFEN Neuempfehlung,"10,48 €","20,00 €","7,25 €",Hoch,,Les analystes voient un potentiel de marché d'au moins 20 milliards de dollars pour Nex-z. Une autorisation pourrait déjà intervenir en 2028.,Analysten der Investmentbank William Blair sehen ein Marktpotenzial von Nex-z von mindestens 20 Milliarden.,ok,NTLA,2026-09-18
non precise,sélection,Intuitive Surgical,"CA 461 25T109 3 (tel qu'imprimé, douteux pour une société américaine)",Capital 07/2026,2026-07,93,Günstige Qualitätsaktien,,,,,,"Cours en baisse d'environ un quart depuis janvier après une cyberattaque et un rappel FDA, mais croissance intacte : chiffre d'affaires et bénéfice attendus en hausse à deux chiffres, PER 50,8.",,ok,ISRG,2026-06-13
non precise,confirmée,Ipsen,A0ESMG,Börse Online 27/2026,2026-06-26,21,K AUFEN,"155,50 €","185,00 €","132,50 €",Hoch,,"Ipsen est un titre de specialty-pharma sous-évalué avec une croissance cachée, un KGV attractif et des perspectives de consolidation favorables.",Und damit weisen die Franzosen dann eben doch versteckte Werte aus.,ok,IPN.PA,2026-06-26
non precise,confirmée (depuis 48/2025),Iridium Communications,A0YB48,Börse Online 27/2026,2026-06-26,64,K AUFEN / empf. in 48/2025,"36,50 €","50,00 €","30,90 €",Hoch,,La nouvelle action est le successeur légitime du réseau. Nous augmentons l'objectif de cours et le stop-loss.,Empfohlen haben wir zuletzt immer die neue Aktie. Mit Erfolg. Wir erhöhen Kursziel und Stoppkurs.,ok,IRDM,2026-06-26
non precise,sélection,iShares Automation & Robotics,,Euro 10/2026,2026-10,39,€URO-EMPFEHLUNG,,,,,,L'ETF se concentre sur l'automatisation et la robotique. L'article le recommande comme une option d'investissement.,iShares Automation & Robotics IE 00B YZK 455,à vérifier: identifiant,,2026-09-09
non precise,sélection,iShares Edge MSCI World Minimum Volatility ETF,IE00B8FHGS14,Euro 10/2026,2026-10,44,"Anlegen wie Goldman Sachs €uro hat die Überlegungen von Goldman Sachs in eine 50:10:20:20-Strategie überführt und dazu passende ETFs, ETCs und Fonds ausgesucht.",,,,,,ETF d'actions mondiales à faible volatilité pour limiter les risques dans un contexte de marché incertain.,Anlegen wie Goldman Sachs €uro hat die Überlegungen von Goldman Sachs in eine 50:10:20:20-Strategie überführt,ok,,2026-09-09
non precise,sélection,iShares Edge MSCI World Value Factor ETF,IE00BP3QZB59,Euro 10/2026,2026-10,44,"Anlegen wie Goldman Sachs €uro hat die Überlegungen von Goldman Sachs in eine 50:10:20:20-Strategie überführt und dazu passende ETFs, ETCs und Fonds ausgesucht.",,,,,,ETF d'actions mondiales à faible valorisation pour profiter des opportunités de marché dans une stratégie diversifiée.,Anlegen wie Goldman Sachs €uro hat die Überlegungen von Goldman Sachs in eine 50:10:20:20-Strategie überführt,ok,,2026-09-09
non precise,sélection,Iwatani,851 298,Euro 10/2026,2026-10,90,€URO-EMPFEHLUNG,448 €,,,,,Investissement dans les infrastructures et stations-service.,"Infrastruktur, Tankstellen",ok,8088.T,2026-09-09
non precise,nouvelle,Jenoptik,A2NB60,Börse Online 33/2026,2026-08-07,60,K AUFEN Neuempfehlung,"38,66 €","47,00 €","32,80 €",Hoch,,"Le titre profite du boom des semi-conducteurs et de la technologie photonique. Après une correction récente, l'entrée est recommandée avant les résultats trimestriels.",Risikofreudige Anleger können den Rücksetzer noch vor den Quartalszahlen ... zum erneuten Einstieg nutzen.,ok,JEN.DE,2026-08-07
non precise,sélection,Johnson & Johnson,,Euro 10/2026,2026-10,35,€URO-EMPFEHLUNG,"234,90 €",,,,,Le géant de la santé est un modèle de fiabilité avec une augmentation régulière des dividendes et une croissance dans l'oncologie.,Johnson & Johnson ist ein Muster an Verlässlichkeit,ok,JNJ,2026-09-09
non precise,sélection,JP Morgan Global Natural Resources,LU0208853274,Euro 10/2026,2026-10,44,"Anlegen wie Goldman Sachs €uro hat die Überlegungen von Goldman Sachs in eine 50:10:20:20-Strategie überführt und dazu passende ETFs, ETCs und Fonds ausgesucht.",,,,,,"ETF sur les ressources naturelles mondiales (pétrole, gaz, mines) pour profiter de la hausse des prix et diversifier.",Anlegen wie Goldman Sachs €uro hat die Überlegungen von Goldman Sachs in eine 50:10:20:20-Strategie überführt,ok,,2026-09-09
non precise,sélection,Jupiter Global Equity Absolute Return €-hdg,IE00BLP5S460,Euro 10/2026,2026-10,44,"Anlegen wie Goldman Sachs €uro hat die Überlegungen von Goldman Sachs in eine 50:10:20:20-Strategie überführt und dazu passende ETFs, ETCs et Fonds ausgesucht.",,,,,,Fond d'actions avec stratégie long-short couverte pour générer des rendements indépendants du marché boursier.,Anlegen wie Goldman Sachs €uro hat die Überlegungen von Goldman Sachs in eine 50:10:20:20-Strategie überführt,ok,,2026-09-09
non precise,sélection,Kawasaki Heavy Industries,858 920,Euro 10/2026,2026-10,90,€URO-EMPFEHLUNG,1.200 €,,,,,Investissement dans l'infrastructure et les porte-conteneurs.,"Infrastruktur, Tanker",ok,7012.T,2026-09-09
non precise,nouvelle,KSB,629200,Börse Online 27/2026,2026-06-26,22,KAUFEN / Neuempfehlung,"853,00 €","1.190,00 €","779,00 €",Hoch,,Le titre a chuté de 30% suite à une prudence excessive du management. L'entreprise reste un leader mondial des pompes nucléaires avec une forte position stratégique.,Der aktuelle Rücksetzer ist eine Einstiegsgelegenheit,ok,KSB3.DE,2026-06-26
non precise,confirmée (depuis 40/2024),KWS Saat,707400,Börse Online 33/2026,2026-08-07,45,K AUFEN empf in 40/2024,"71,10 €","95,00 €","65,00 €",Mittel,,Leader mondial du semencier avec plus de 50 % de part de marché. La position en Europe est solide.,Bei Zuckerrübensaatgut ist der Konzern nach eigenen Angaben mit einem Weltmarktanteil von über 50 Prozent klar die Nummer 1.,ok,KWS.DE,2026-08-07
non precise,sélection,L & G EM Gov. Bond (USD) 0-5Y EUR Hedged ETF,IE000MINO564,Euro 10/2026,2026-10,44,"Anlegen wie Goldman Sachs €uro hat die Überlegungen von Goldman Sachs in eine 50:10:20:20-Strategie überführt und dazu passende ETFs, ETCs et Fonds ausgesucht.",,,,,,ETF d'obligations de pays émergents en USD couvertes contre le risque change pour diversifier et protéger les rendements.,Anlegen wie Goldman Sachs €uro hat die Überlegungen von Goldman Sachs in eine 50:10:20:20-Strategie überführt,ok,,2026-09-09
non precise,sélection,L & G Global Robotics and Autom.,IE00BMW3QX54,Euro 10/2026,2026-10,39,€URO-EMPFEHLUNG,,,,,,Ce fonds est spécialisé dans la robotique mondiale. Il fait partie de la sélection présentée par le magazine.,L & G Global Robotics and Autom.,ok,,2026-09-09
non precise,nouvelle,Legend Biotech,A2P5AH,Börse Online 39/2026,2026-09-18,29,K AUFEN Neuempfehlung,"15,70 €","30,00 €","13,00 €",Hoch,,La société passe vers un profitabilité durable et l'action a un potentiel important grâce à la croissance du produit Carvykti.,"Der Vorstand und Mehrheitsinhaber der Herausgeberin Börsenmedien AG, Herr Bernd Förtsch, ist unmittelbar und mittelbar eingegangen",ok,LEGN,2026-09-18
non precise,confirmée (depuis 38/2025),Linde,A3D7VW,Börse Online 33/2026,2026-08-07,63,K AUFEN empf. in 38/2025,"420,00 €","500,00 €","350,00 €",Hoch,,Linde est devenu un grand bénéficiaire mondial de l'industrie et de la transition énergétique grâce à des contrats longs.,"Aus der deutschen Firma ist so ein globaler Profiteur von Industrie, Digitalisierung und Energiewende geworden.",ok,LIN,2026-08-07
non precise,sélection,Linde,A3D 7VW,Euro 10/2026,2026-10,90,€URO-EMPFEHLUNG,"420,00 €",,,,,Investissement dans les infrastructures.,Infrastruktur,ok,LIN,2026-09-09
non precise,confirmée,Logwin,A2DR54,Börse Online 27/2026,2026-06-26,25,K AUFEN,"266,00 €","320,00 €","230,00 €",Mittel,,"Le magazine recommande d'acheter Logwin en raison de son fort cashflow, de ses dividendes généreuses et de sa position conservatrice face aux risques de chaîne logistique.",Logwin hat einen hohen Cashflow und schüttet viel aus. Der absolute Streubesitz liegt bei rund 90 Millionen Euro.,ok,TGHN.DE,2026-06-26
non precise,confirmée,M1 Kliniken,A0STSQ,Börse Online 39/2026,2026-09-18,32,K AUFEN,"20,85 €","26,50 €","17,90 €",Hoch,,"Le secteur du beauty continue de progresser avec des marges élevées. Après la vente du segment pharmaceutique moins rentable, l'entreprise se concentre sur un modèle plus profitable.",Nach dem Verkauf des Pharmageschäfts wächst das Beautysegment profitabel.,ok,M12.DE,2026-09-18
non precise,confirmée,Marvell Technology Group,A3CNLD,Börse Online 27/2026,2026-06-26,7,K AUFEN,"248,40 €","295,00 €","210,00 €",Sehr hoch,,La demande pour les puces IA grandit. Les marges sont élevées et le potentiel de croissance reste intact si l'euphorie persiste.,"Die Nachfrage nach kundenspezifischen KI-Chips, sogenannten ASICs.",ok,MRVL,2026-06-26
non precise,confirmée,Merck & Co.,A0YD8Q,Börse Online 39/2026,2026-09-18,22,K AUFEN,"124,86 €","145,00 €","106,00 €",Hoch,,Le titre est sous-évalué à 58 % par rapport au cash. La diversification stratégique et les nouveaux moteurs de croissance comme Lipfendra offrent un potentiel d'outperformance.,Die strategische Diversifikation ist bei Biontech von fundamentaler Substanz.,ok,MRK,2026-09-18
non precise,sélection,Mitsubishi UFJ Financial Group,WKN 657892,Euro 07/2026,2026-07,99,Vier Aktien und ein ETF für Nippon,"16,29 €",,,,,"Sélection Japon de la rédaction (« Anleger sollten die genannten vier Titel auf dem Zettel haben ») : première banque du Japon ; PER 2027 13,2, dividende 3,0 %.",,ok,8306.T,2026-06-03
non precise,sélection,Mitsui Fudosan,WKN 858019,Euro 07/2026,2026-07,99,Vier Aktien und ein ETF für Nippon,"8,20 €",,,,,"Sélection Japon de la rédaction (« Anleger sollten die genannten vier Titel auf dem Zettel haben ») : premier promoteur immobilier du Japon, cote près ou sous la valeur comptable ; Elliott pousse à des changements.",,ok,8801.T,2026-06-03
non precise,confirmée (depuis 12/2023),MLP,656990,Börse Online 33/2026,2026-08-07,55,K AUFEN empf. in 12/2023,"7,76 €","10,00 €","6,75 €",Hoch,,Le fournisseur de services financiers MLP devrait bénéficier d'une plus grande importance accordée à l'épargne individuelle.,Das Thema individuelle Altersvorsorge wird künftig einen höheren Stellenwert einnehmen.,ok,MLP.DE,2026-08-07
non precise,confirmée (depuis 12/23),MLP,656990,Börse Online 39/2026,2026-09-18,56,K AUFEN empf. 12/23,"9,03 €","11,00 €","7,75 €",Mittel,,L'entreprise profite d'une forte croissance des bénéfices et de la réforme du système de retraite. Une augmentation probable du dividende renforce l'attrait.,Nach einem zu erwartenden hohen zweistelligen Gewinnzuwachs ist somit auch im kommenden Jahr mit einem zweistelligen Gewinnplus zu rechnen.,ok,MLP.DE,2026-09-18
non precise,sélection,MS & AD Insurance,WKN A0NFRH,Euro 07/2026,2026-07,99,Vier Aktien und ein ETF für Nippon,"23,00 €",,,,,"Sélection Japon de la rédaction (« Anleger sollten die genannten vier Titel auf dem Zettel haben ») : deuxième assureur japonais, cible logique d'une extension de Berkshire après Tokio Marine ; dividende 3,9 %.",,ok,8725.T,2026-06-03
non precise,sélection,MUNICH RE,,Euro 10/2026,2026-10,36,€URO-EMPFEHLUNG,"516,40 €",,,,,Munich Re est un leader mondial diversifié avec une expertise décennale en modélisation des risques et une histoire de paiement régulier de dividendes.,Die Munich Re zählt zu den verlässlichsten Dividendenzahlern im DAX.,ok,MUV2.DE,2026-09-09
non precise,sélection,Munters Group,A2D RVZ,Euro 10/2026,2026-10,66,attraktiver Spieler,"14,35 €",,,,,Klimatechnik für Rechenzentren boomt.,"Munters Group A2D RVZ 14,35 ... attraktiver Spieler",ok,MTRS.ST,2026-09-09
non precise,nouvelle,Mutares,A2NB65,Börse Online 33/2026,2026-08-07,32,K AUFEN / Neuempfehlung,"27,40 €","31,50 €","22,70 €",Hoch,,"Le modèle d'entreprise scalable et la pipeline de sorties bien remplie promettent des flux de liquidités à court terme. La rentabilité en dividendes (5,5 %) rend l'action intéressante pour les investisseurs orientés revenus.",Das hohe Transaktionsvolumen und die gut gefüllte Exit-Pipeline sprechen für ein skalierbares Geschäftsmodell.,ok,MUX.DE,2026-08-07
non precise,confirmée,Nestlé,A0Q4DC,Börse Online 33/2026,2026-08-07,19,K AUFEN,"86,11 €","110,00 €","75,00 €",Mittel,,Nestlé stabilise ses opérations et poursuit sa transformation stratégique malgré les défis des prix du café.,Die jüngsten Zahlen zeigen eine operative Stabilisierung.,ok,NESN.SW,2026-08-07
non precise,confirmée (depuis 17/2024),Nestlé,A0Q4DC,Börse Online 39/2026,2026-09-18,65,K AUFEN Empf. in 17/2024,"83,05 €","110,00 €","75,00 €",Hoch,,"Nestlé reste une firme globale avec des marques légendaires et un dividende fiable. Malgré la croissance lente, l'achat est justifié par le rendement.","Ein globaler Konzern mit Nescafé, Kitkat und Maggi, mit sagenhaften Marken und verlässlicher Dividende.",ok,NESN.SW,2026-09-18
non precise,nouvelle,Netapp,A0NHKR,Börse Online 39/2026,2026-09-18,42,K AUFEN Neuempfehlung,"165,56 €","195,00 €","138,50 €",Hoch,,La transformation de Netapp vers la gestion des données et le cloud est honorée par les marchés. La forte demande pour ses systèmes Flash ouvre une opportunité d'achat.,Die Korrektur der Netapp-Aktie seit dem Allzeithoch Mitte August fiel mit gut zehn Prozent moderater aus als bei vielen ande ren Techtiteln.,ok,NTAP,2026-09-18
non precise,sélection,Netflix,US1011371077,Capital 07/2026,2026-07,92,Günstige Qualitätsaktien,,,,,,Netflix est un investissement solide malgré la baisse récente du cours. Les analystes recommandent l'achat avec une croissance des bénéfices attendue de plus de 50 %.,"Von 52 Analysten, die die Aktie des Streamingdiensts beobachten, empfehlen sie 40 zum Kauf.",ok,NFLX,2026-06-13
non precise,sélection,NOVARTIS,,Euro 10/2026,2026-10,36,€URO-EMPFEHLUNG,"134,32 €",,,,,"Novartis est un leader pharmaceutique européen centré sur l'oncologie et l'immunologie, avec une croissance portée par la R&D.",Die Schweizer zählen zu den drei größten Pharmaunternehmen Europas.,ok,NOVN.SW,2026-09-09
non precise,mise à jour,OC Oerlikon,863037,Börse Online 39/2026,2026-09-18,58,K AUFEN,"5,50 €","7,00 €","4,65 €",Mittel,,L'entreprise a achevé sa transformation et mise l'accent sur le secteur à forte marge de la technologie des surfaces. Le potentiel de croissance réside également dans l'impression 3D pour l'aérospatial.,Demnach soll sich der Fokus auf das margenstarke Oberflächengeschäft verschieben.,ok,OERL.SW,2026-09-18
non precise,nouvelle,Paramount,A2RYJP,Börse Online 27/2026,2026-06-26,108,K AUFEN Neuempfehlung,"95,87 %",,,Sehr hoch,,Le titre est recommandé en raison de la rentabilité attractive malgré le risque élevé lié à l'endettement du groupe.,Doch die Rendite ist verlockend. Wer traut sich?,ok,,2026-06-26
non precise,nouvelle,Planoptik,A0HGQS,Börse Online 39/2026,2026-09-18,36,K AUFEN Neuempfehlung,"6,98 €","10,50 €","5,97 €",Hoch,,La demande se rétablit et les indicateurs opérationnels s'améliorent. Les nouveaux projets de série à partir de 2027 offrent un potentiel de croissance.,Neue Kundenprojekte sollen 2027 in Serienfertigung gehen und einen zusätzlichen Umsatzhebel schaffen.,ok,P4O.DE,2026-09-18
non precise,sélection,PROLOGIS,,Euro 10/2026,2026-10,36,€URO-EMPFEHLUNG,"118,26 €",,,,,Prologis est le leader incontesté des immeubles logistiques avec une occupation de près de 95 % et un portefeuille mondial.,Prologis ist der unangefochtene Weltmarktführer bei Logistikimmobilien.,ok,PLD,2026-09-09
non precise,nouvelle,RAIFFEISEN INTERNATIONAL,A0D9SU,Börse Online 33/2026,2026-08-07,61,K AUFEN Neuempfehlung empf. in 09/2026,"61,70 €","66,00 €","48,50 €",Hoch,,La banque a terminé l'acquisition d'Addiko Bank et contrôle plus de 55 % des parts. Le deal offre une prime élevée sur la valeur comptable.,Die Bewertung ist attraktiv — Kursziel und Stoppkurs werden angehoben.,ok,RBI.VI,2026-08-07
non precise,nouvelle,Reply SpA,A2G9K9,Börse Online 27/2026,2026-06-26,27,KAUFEN / Neuempfehlung,"92,50 €","120,00 €","80,00 €",Hoch,,"Reply est bien évalué avec un multiple EV/EBIT de 8,1. La forte position nette et la croissance du chiffre d'affaires offrent une marge pour investir ou distribuer des dividendes.","Mit einem EV/EBIT-Multiple von 8,1 ist Reply derzeit moderat bewertet.",ok,REY.MI,2026-06-26
non precise,sélection,Resmed,US 761 152107,Capital 07/2026,2026-07,95,Günstige Qualitätsaktien,,,,,,Resmed a augmenté de manière fiable son chiffre d'affaires et ses bénéfices au cours des derniers trimestres. L'action offre des perspectives de plus-value en bourse.,"Und ermittelte in einer Studie: Wer mit einer Abnehmspritze Gewicht verliert, entscheidet sich oft für eine teure Therapie der Apnoe.",ok,RMD,2026-06-13
non precise,mise à jour,Rio Tinto,852147,Börse Online 33/2026,2026-08-07,56,K AUFEN,"104,00 €","120,00 €","88,50 €",Mittel,,"Rio Tinto diversifie ses activités (aluminium, cuivre) et affiche une croissance forte du bénéfice net. La hausse de la dividende renforce l'attractivité.",Der Bergbauriese Rio Tinto der Umsatz verdoppelte sich nahezu.,ok,RIO.L,2026-08-07
non precise,confirmée,Robinhood,A3CVQC,Börse Online 27/2026,2026-06-26,45,K AUFEN,"86,96 €","120,00 €","70,00 €",Mittel,,La réstructuration démontre une discipline de coûts et un potentiel de monétisation élevé. L'intégration de Bitstamp et le lancement de Rothera renforcent la rentabilité et ouvrent de nouvelles sources de revenus.,"Das Unternehmen demonstriert damit eine Kostendisziplin, die den Gewinnhebel bei anziehenden Marktvolmina erheblich verstärkt.",ok,HOOD,2026-06-26
non precise,mise à jour,Rolls-Royce,919520,Börse Online 33/2026,2026-08-07,57,K AUFEN,"17,90 €","19,70 €","13,90 €",Hoch,,Le constructeur de moteurs Rolls-Royce améliore sa marge et vise un bénéfice opérationnel plus élevé pour 2026 grâce à une transformation stratégique.,Die Erfolsstory des Triebwerksbauers Rolls-­Royce unter Führung von Tufan Erginbilgiç geht weiter.,ok,RR.L,2026-08-07
non precise,confirmée (depuis 39/2024),RWE,,Börse Online 27/2026,2026-06-26,62,K AUFEN empf. in 39/2024,"54,76 €","69,40 €","50,00 €",Mittel,,Les investissements accrus dans le réseau électrique devraient ouvrir de nouveaux potentiels de cours grâce à des revenus plus stables.,Die verstärkten Investitionen ins Netzgeschäft ... könnten von dort aus neues Kurspotenzial eröffnen.,à vérifier: identifiant,RWE.DE,2026-06-26
non precise,confirmée,RWE,703712,Börse Online 33/2026,2026-08-07,25,K AUFEN,"57,38 €","69,00 €","47,80 €",Hoch,,Le titre est recommandé pour sa rentabilité opérationnelle stable et ses perspectives de croissance du dividende jusqu'en 2031.,RWE in € K AUFEN empf. in 39/2024 Jetzt direkt handeln!,ok,RWE.DE,2026-08-07
non precise,sélection,Sandvik,865 956,Euro 10/2026,2026-10,90,€URO-EMPFEHLUNG,"33,20 €",,,,,Investissement dans les équipementiers d'infrastructure.,Infrastrukturausrüster,ok,SAND.ST,2026-09-09
non precise,confirmée (depuis 12/2026),Sanofi,920657,Börse Online 33/2026,2026-08-07,60,K AUFEN empf. in 12/2026,"74,34 €","95,00 €",,Hoch,,Les résultats ont dépassé les attentes malgré la dépendance au produit Dupixent. La nouvelle direction a du temps pour remplir le pipeline.,"Sanofi bleibt ein Unternehmen mit Substanz. Die neue Chefin hat genug Zeit, die Pipeline zu füllen.",ok,SAN.PA,2026-08-07
non precise,sélection,Schneider Electric,860 180,Euro 10/2026,2026-10,66,"Weltkonzern und Profiteur der industriellen KI, dynamisch","285,85 €",,,,,Multinationale et bénéficiaire de l'IA industrielle.,Schneider Electric 860 180 ... Weltkonzern und Profiteur,ok,SU.PA,2026-09-09
non precise,confirmée,Scout24,A12DM8,Börse Online 39/2026,2026-09-18,40,K AUFEN,"74,15 €","95,00 €","65,90 €",,,L'achat est conseillé car le cours a chuté de moitié et que l'image du graphique s'est améliorée après un creux en mars.,"Der Aktienkurs hat sich in der Spitze nahezu halbiert. Ein Grund ist die Sorge, dass durch KI neue Konkurrenten in den Markt drängen könnten.",ok,G24.DE,2026-09-18
non precise,mise à jour,Semperit,870378,Börse Online 39/2026,2026-09-18,57,K AUFEN,"18,25 €","20,00 €","15,40 €",Mittel,,Le spécialiste des polymères industriels affiche une forte croissance grâce à son segment Engineered Applications. Les résultats du deuxième trimestre ont dépassé les attentes et la prévision annuelle a été relevée.,Der Spezialist für industrielle Polymerprodukte aus Österreich überzeugt mit einem starken zweiten Quartal.,ok,SEM.VI,2026-09-18
non precise,sélection,Siemens,723 610,Euro 10/2026,2026-10,61,€URO-EMPFEHLUNG,"271,80 €",,,,,Siemens est une entreprise technologique focalisée avec des revenus stables et un potentiel de croissance structurel. Elle profite du boom des centres de données.,Stabile Erlöse und strukturellles Wachstum sprechen aber für langfristiges Potenzial.,ok,SIE.DE,2026-09-09
non precise,sélection,Siemens Energy,ENE R6Y,Euro 10/2026,2026-10,90,€URO-EMPFEHLUNG,"139,74 €",,,,,Investissement dans les infrastructures de réseau et l'éolien.,"Netzinfrastruktur, Windkraft",ok,ENR.DE,2026-09-09
non precise,sélection,Singtel,SG 1T7 593149 6,Capital 07/2026,2026-07,93,Günstige Qualitätsaktien,,,,,,"Leader des télécoms à Singapour, chahuté par la panne d'Optus et la guerre des prix ; PER 12,4, « klar unterbewertet » et intéressant pour des investisseurs patients.",,ok,Z74.SI,2026-06-13
non precise,nouvelle,SpaceX,A42D4F,Börse Online 33/2026,2026-08-07,59,K AUFEN Neuempfehlung,"100,48 €","150,00 €","85,00 €",Hoch,,L'entreprise offre un mélange intéressant pour le portefeuille grâce à son réseau de communication unique et ses satellites Starlink.,Mittelfristig erscheint die Aktie jedoch eine interessante Beimischung im Depot.,ok,SPCX,2026-08-07
non precise,confirmée,Subsea 7,889539,Börse Online 39/2026,2026-09-18,48,K AUFEN,"28,78 €","37,60 €","24,60 €",Hoch,,Subsea 7 est l'un des rares fournisseurs Tier-1 pour les infrastructures d'infrastructure sous-marine. Le goulot d'étranglement aux navires spécialisés assure une rentabilité future.,"Für den Aufbau der Infrastruktur am Meeresboden, den SURF-Systemen für Leitungen und Kabel, ist Subsea 7 zusammen mit TechnipFMC einer der wenigen Tier-1-Anbieter.",ok,SUBC.OL,2026-09-18
non precise,sélection,SÜDZUCKER,XS2970728205,Euro 07/2026,2026-07,102,€URO-EMPFEHLUNG,"99,73 %",,,,,Le bond de Südzucker jusqu'en 2032 offre une rentabilité d'environ 4 % avec un risque réduit grâce à la forte position liquiditaire du groupe et son rating Investment-Grade.,Die starke Liquiditätsposition des Unternehmens verringert das Risiko,ok,,2026-06-03
non precise,confirmée,Talanx,TLX100,Börse Online 27/2026,2026-06-26,42,K AUFEN,"105,40 €","145,00 €","89,00 €",Mittel,,Le secteur des assurances de biens allemandes a été sous-évalué à la bourse. Une réévaluation fondamentale pourrait survenir.,Deutsche Sachversicherungen kamen zuletzt an der Börse zu schlecht weg.,ok,TLX.DE,2026-06-26
